city,num_of_rooms,num_of_bathrooms,furnished,size_in_m2,floor,age,rental_type,rental_price
Ash Sharqiyah,One,One,Partially furnished,80,Basement floor,Zero to eleven months,Yearly,90
Muscat,Three,Three,Not furnished,170,Second floor,One to five years,Yearly,220
Dhofar,Three,Three,Not furnished,300,Ground floor,One to five years,Monthly,225
Dhofar,Two,Two,Fully furnished,66,Second floor,Six to nine years,Yearly,100
Muscat,Studio,One,Fully furnished,55,Ground floor,One to five years,Monthly,120
Muscat,Two,Two,Not furnished,109,First floor,Zero to eleven months,Yearly,250
Muscat,Two,Two,Not furnished,90,Second floor,One to five years,Daily,130
Muscat,Studio,One,Not furnished,60,Ground floor,One to five years,Monthly,150
Muscat,Two,Three,Not furnished,150,First floor,One to five years,Yearly,350
Al Batinah,Two,Two,Not furnished,90,First floor,Zero to eleven months,Monthly,80
Muscat,One,One,Fully furnished,200,Ground floor,One to five years,Monthly,240
Al Wusta,Two,Two,Not furnished,100,First floor,One to five years,Monthly,200
Dhofar,Three,Two,Fully furnished,180,First floor,One to five years,Daily,20
Dhofar,Two,Two,Fully furnished,100,Ground floor,Zero to eleven months,Daily,10
Muscat,Three,Three,Not furnished,105,Ground floor,Six to nine years,Yearly,270
Dhofar,Two,One,Fully furnished,100,Ground floor,Zero to eleven months,Yearly,120
Dhofar,Two,Two,Fully furnished,105,Ground floor,One to five years,Daily,25
Muscat,Studio,One,Fully furnished,50,Basement floor,Zero to eleven months,Monthly,80
Al Batinah,Four,Three,Not furnished,150,Ground floor,Six to nine years,Monthly,110
Muscat,One,One,Not furnished,50,Third floor,One to five years,Yearly,110
Dhofar,Studio,One,Fully furnished,100,Ground floor,One to five years,Daily,50
Muscat,Two,Two,Not furnished,250,Second floor,One to five years,Yearly,210
Muscat,Three,Four,Not furnished,200,First floor,One to five years,Yearly,600
Dhofar,Two,Two,Fully furnished,100,First floor,Zero to eleven months,Daily,23
Dhofar,Two,One,Fully furnished,400,Ground floor,One to five years,Daily,14
Muscat,Two,Two,Not furnished,100,Second floor,Six to nine years,Yearly,220
Muscat,Three,Two,Not furnished,100,Ground floor,One to five years,Yearly,210
Dhofar,One,One,Fully furnished,100,First floor,One to five years,Daily,10
Muscat,Two,Three,Not furnished,90,Third floor,One to five years,Yearly,200
Muscat,Four,Three,Not furnished,150,First floor,Six to nine years,Yearly,250
Muscat,Three,Two,Not furnished,100,First floor,ten to nineteen years,Monthly,180
Muscat,Two,Two,Not furnished,100,Second floor,One to five years,Monthly,310
Muscat,Two,Two,Not furnished,120,Sixth floor and up,Zero to eleven months,Yearly,310
Dhofar,Three,Four,Fully furnished,170,First floor,One to five years,Daily,28
Muscat,Two,Two,Not furnished,100,Second floor,Six to nine years,Monthly,300
Al Batinah,Studio,One,Not furnished,100,Sixth floor and up,One to five years,Monthly,75
Muscat,Three,Three,Not furnished,80,Third floor,Zero to eleven months,Yearly,250
Muscat,One,One,Fully furnished,68,Fifth floor,ten to nineteen years,Yearly,225
Muscat,Two,Two,Not furnished,89,Sixth floor and up,Six to nine years,Monthly,200
Dhofar,Two,One,Fully furnished,90,Second floor,Six to nine years,Yearly,100
Al Buraimi,Two,One,Not furnished,80,Ground floor,Six to nine years,Monthly,50
Muscat,One,Two,Fully furnished,100,Second floor,One to five years,Monthly,225
Dhofar,Two,One,Fully furnished,350,Ground floor,ten to nineteen years,Daily,15
Muscat,Two,Three,Not furnished,130,Third floor,One to five years,Yearly,375
Muscat,Three,Three,Not furnished,190,Second floor,One to five years,Yearly,650
Muscat,Three,Four,Not furnished,150,Third floor,One to five years,Yearly,450
Muscat,Two,Three,Not furnished,110,Third floor,One to five years,Yearly,300
Muscat,Two,Two,Not furnished,120,Sixth floor and up,One to five years,Yearly,325
Muscat,One,Two,Not furnished,60,Second floor,One to five years,Yearly,450
Muscat,Two,Two,Not furnished,120,First floor,Zero to eleven months,Yearly,300
Muscat,One,One,Fully furnished,50,First floor,One to five years,Monthly,165
Al Batinah,Two,Two,Not furnished,200,Ground floor,One to five years,Monthly,140
Muscat,Two,Three,Fully furnished,140,Third floor,One to five years,Yearly,300
Muscat,Two,Two,Fully furnished,350,First floor,Zero to eleven months,Daily,100
Muscat,Two,Two,Not furnished,100,First floor,Six to nine years,Yearly,300
Muscat,One,One,Partially furnished,70,First floor,One to five years,Yearly,300
Muscat,One,Two,Not furnished,60,Third floor,Zero to eleven months,Yearly,225
Muscat,Two,Two,Not furnished,120,Ground floor,ten to nineteen years,Yearly,400
Muscat,Two,Three,Not furnished,130,Fifth floor,One to five years,Yearly,300
Muscat,One,One,Not furnished,60,Fourth floor,Six to nine years,Yearly,210
Muscat,One,One,Partially furnished,80,Sixth floor and up,One to five years,Yearly,450
Dhofar,Two,One,Fully furnished,80,Ground floor,One to five years,Daily,16
Al Batinah,Two,Two,Not furnished,300,Second floor,One to five years,Monthly,90
Al Batinah,Three,Two,Not furnished,75,First floor,ten to nineteen years,Monthly,100
Dhofar,Two,Two,Fully furnished,120,Ground floor,One to five years,Daily,20
Muscat,One,Two,Not furnished,52,First floor,One to five years,Yearly,210
Muscat,Two,Two,Not furnished,52,First floor,One to five years,Yearly,230
Muscat,Two,Three,Not furnished,52,First floor,One to five years,Yearly,230
Muscat,Two,Three,Not furnished,120,First floor,One to five years,Yearly,400
Muscat,Three,Three,Partially furnished,150,First floor,One to five years,Yearly,550
Muscat,One,Two,Not furnished,52,First floor,One to five years,Yearly,160
Muscat,Two,Three,Not furnished,55,First floor,One to five years,Yearly,230
Ad Dakhiliyah,Two,Two,Not furnished,125,First floor,Six to nine years,Monthly,100
Muscat,Four,Five or more,Not furnished,500,Second floor,One to five years,Yearly,400
Ad Dakhiliyah,Three,Four,Fully furnished,70,First floor,Zero to eleven months,Daily,35
Muscat,Two,Three,Not furnished,150,Ground floor,Twenty years or more,Monthly,300
Muscat,Two,Two,Fully furnished,130,Third floor,One to five years,Daily,325
Muscat,Three,Two,Not furnished,100,First floor,One to five years,Monthly,150
Al Batinah,Three,Three,Not furnished,200,Second floor,One to five years,Yearly,210
Ad Dhahirah,Three,Three,Not furnished,123,First floor,Six to nine years,Monthly,120
Muscat,Two,Two,Not furnished,90,Third floor,One to five years,Yearly,160
Muscat,Three,Two,Not furnished,100,Ground floor,Six to nine years,Yearly,220
Dhofar,Three,Two,Fully furnished,600,First floor,Zero to eleven months,Daily,15
Muscat,Two,Two,Fully furnished,110,First floor,One to five years,Daily,22
Dhofar,Two,Two,Fully furnished,80,Second floor,Six to nine years,Yearly,135
Muscat,Two,Three,Partially furnished,100,First floor,Zero to eleven months,Monthly,220
Dhofar,Two,Two,Fully furnished,450,Second floor,One to five years,Daily,18
Dhofar,Two,Two,Fully furnished,85,Fourth floor,One to five years,Weekly,20
Muscat,Two,Three,Fully furnished,100,First floor,Six to nine years,Monthly,300
Dhofar,Two,Two,Fully furnished,100,Ground floor,One to five years,Daily,140
Dhofar,Four,Three,Fully furnished,380,Ground floor,Zero to eleven months,Monthly,250
Muscat,One,One,Not furnished,60,Second floor,Six to nine years,Monthly,130
Muscat,Two,Two,Not furnished,100,Second floor,Zero to eleven months,Monthly,160
Muscat,Studio,Three,Not furnished,100,First floor,Six to nine years,Yearly,150
Dhofar,Two,Two,Fully furnished,87,Second floor,One to five years,Monthly,140
Muscat,Studio,One,Fully furnished,90,First floor,Zero to eleven months,Monthly,250
Muscat,Two,Three,Not furnished,140,Fourth floor,One to five years,Yearly,160
Al Batinah,Two,Two,Not furnished,300,Second floor,One to five years,Monthly,80
Dhofar,Two,Two,Fully furnished,130,First floor,One to five years,Daily,18
Ad Dakhiliyah,One,One,Fully furnished,70,Second floor,Zero to eleven months,Daily,25
Dhofar,Two,Three,Fully furnished,200,Ground floor,One to five years,Yearly,200
Dhofar,Three,Four,Not furnished,210,Ground floor,One to five years,Yearly,225
Dhofar,Three,Three,Fully furnished,600,First floor,One to five years,Daily,30
Muscat,Two,Three,Not furnished,250,Second floor,One to five years,Yearly,230
Al Batinah,Two,Two,Not furnished,100,First floor,One to five years,Monthly,120
Muscat,Two,Two,Not furnished,250,Second floor,One to five years,Yearly,210
Al Batinah,Three,Three,Not furnished,300,Second floor,One to five years,Monthly,120
Al Batinah,Two,Two,Not furnished,150,Second floor,One to five years,Monthly,100
Al Batinah,Three,Four,Not furnished,125,Ground floor,One to five years,Monthly,150
Muscat,Three,Three,Partially furnished,118,First floor,Six to nine years,Monthly,180
Muscat,Three,Three,Partially furnished,145,Sixth floor and up,One to five years,Yearly,650
Muscat,Two,Two,Not furnished,100,Third floor,One to five years,Monthly,130
Muscat,Two,Three,Not furnished,160,Second floor,One to five years,Monthly,310
Muscat,Two,Two,Not furnished,100,Second floor,One to five years,Yearly,140
Muscat,Three,Two,Not furnished,160,First floor,One to five years,Monthly,300
Muscat,Four,Four,Not furnished,180,Second floor,Six to nine years,Yearly,125
Muscat,One,One,Partially furnished,60,Fourth floor,One to five years,Yearly,310
Dhofar,Three,Three,Fully furnished,180,Ground floor,One to five years,Daily,30
Muscat,Two,Three,Not furnished,120,First floor,ten to nineteen years,Monthly,280
Muscat,Two,Three,Fully furnished,170,Third floor,Zero to eleven months,Monthly,300
Dhofar,Two,Two,Fully furnished,150,Ground floor,One to five years,Daily,100
Dhofar,Two,Two,Fully furnished,90,First floor,One to five years,Yearly,130
Ash Sharqiyah,Three,Three,Fully furnished,120,First floor,Zero to eleven months,Daily,20
Muscat,Two,One,Not furnished,75,First floor,One to five years,Monthly,140
Al Batinah,One,One,Fully furnished,600,Ground floor,One to five years,Daily,10
Ad Dhahirah,Three,Two,Not furnished,120,Basement floor,One to five years,Monthly,100
Muscat,Two,Three,Not furnished,90,First floor,One to five years,Monthly,230
Muscat,Three,Three,Not furnished,97,Ground floor,ten to nineteen years,Monthly,140
Muscat,Three,Two,Not furnished,111,Fifth floor,One to five years,Monthly,240
Muscat,Studio,One,Not furnished,350,Basement floor,One to five years,Monthly,700
Muscat,Two,Two,Not furnished,110,Fifth floor,Zero to eleven months,Yearly,180
Muscat,Three,Three,Not furnished,100,First floor,One to five years,Monthly,220
Muscat,Two,Three,Fully furnished,135,First floor,One to five years,Monthly,270
Ash Sharqiyah,Two,Two,Fully furnished,50,Fourth floor,Six to nine years,Monthly,30
Dhofar,Two,Two,Fully furnished,120,Second floor,Zero to eleven months,Daily,20
Muscat,Three,Three,Fully furnished,130,Third floor,One to five years,Monthly,100
Muscat,Two,Three,Not furnished,100,Second floor,One to five years,Monthly,240
Muscat,Two,Two,Not furnished,90,First floor,One to five years,Yearly,140
Muscat,Two,Three,Not furnished,100,First floor,One to five years,Yearly,230
Muscat,Two,Two,Not furnished,500,First floor,One to five years,Yearly,230
Muscat,Two,Two,Not furnished,80,Second floor,Six to nine years,Yearly,130
Muscat,Two,Three,Not furnished,100,Third floor,One to five years,Monthly,300
Muscat,Two,Two,Not furnished,600,Sixth floor and up,Six to nine years,Yearly,180
Muscat,Two,Two,Not furnished,50,First floor,One to five years,Yearly,230
Muscat,Studio,One,Fully furnished,50,Ground floor,Zero to eleven months,Monthly,150
Muscat,Two,Three,Fully furnished,120,First floor,Zero to eleven months,Monthly,300
Muscat,Two,Two,Not furnished,95,Second floor,One to five years,Monthly,290
Muscat,Two,Two,Fully furnished,120,Fourth floor,Six to nine years,Daily,12
Dhofar,Three,Three,Fully furnished,150,Ground floor,ten to nineteen years,Daily,30
Dhofar,Three,Three,Fully furnished,200,First floor,One to five years,Daily,20
Al Batinah,Two,Two,Not furnished,120,Second floor,One to five years,Monthly,80
Muscat,Three,Three,Not furnished,85,Second floor,One to five years,Yearly,190
Muscat,Two,Two,Not furnished,87,Fourth floor,One to five years,Yearly,260
Dhofar,Three,Three,Fully furnished,119,Third floor,One to five years,Monthly,180
Muscat,Three,Three,Not furnished,126,Third floor,One to five years,Monthly,130
Ad Dakhiliyah,Three,Four,Fully furnished,150,Ground floor,Zero to eleven months,Monthly,230
Dhofar,Three,Two,Fully furnished,128,First floor,One to five years,Monthly,100
Dhofar,Two,One,Fully furnished,100,Fifth floor,One to five years,Daily,15
Dhofar,One,One,Fully furnished,900,First floor,Six to nine years,Daily,15
Muscat,Three,Three,Not furnished,200,First floor,Twenty years or more,Yearly,350
Muscat,Two,Two,Fully furnished,130,Second floor,Six to nine years,Daily,18
Muscat,Three,Three,Not furnished,125,Ground floor,Twenty years or more,Monthly,160
Dhofar,Two,Two,Fully furnished,380,First floor,One to five years,Yearly,120
Muscat,Two,Three,Fully furnished,116,Second floor,One to five years,Yearly,420
Muscat,Three,Three,Not furnished,175,Ground floor,One to five years,Yearly,400
Muscat,Two,Two,Not furnished,84,Second floor,One to five years,Monthly,150
Muscat,One,Two,Not furnished,85,First floor,One to five years,Yearly,450
Muscat,One,Two,Not furnished,100,Second floor,One to five years,Monthly,155
Muscat,Two,Two,Not furnished,140,First floor,ten to nineteen years,Monthly,280
Dhofar,Two,One,Fully furnished,110,Ground floor,One to five years,Yearly,110
Dhofar,Two,Two,Fully furnished,100,First floor,Zero to eleven months,Daily,13
Muscat,Two,Two,Not furnished,130,Fifth floor,One to five years,Yearly,300
Muscat,Three,Three,Not furnished,150,Basement floor,One to five years,Monthly,160
Dhofar,Two,One,Fully furnished,70,Ground floor,ten to nineteen years,Yearly,100
Muscat,Two,Three,Not furnished,135,Second floor,One to five years,Monthly,385
Al Batinah,Three,One,Not furnished,100,Ground floor,Zero to eleven months,Monthly,120
Muscat,Three,Three,Not furnished,95,Second floor,Six to nine years,Monthly,180
Muscat,Two,Two,Fully furnished,100,First floor,Zero to eleven months,Yearly,350
Muscat,Three,Three,Not furnished,300,First floor,Six to nine years,Monthly,180
Dhofar,Two,One,Fully furnished,90,First floor,Six to nine years,Daily,10
Dhofar,Studio,One,Partially furnished,60,Ground floor,One to five years,Daily,10
Dhofar,Studio,Two,Fully furnished,78,First floor,One to five years,Daily,18
Muscat,Three,Three,Partially furnished,100,First floor,ten to nineteen years,Monthly,180
Muscat,Two,Two,Fully furnished,100,Second floor,One to five years,Monthly,500
Muscat,One,One,Not furnished,70,Third floor,Six to nine years,Yearly,180
Muscat,Two,Two,Not furnished,110,Fifth floor,One to five years,Yearly,325
Muscat,Two,Two,Fully furnished,50,First floor,Zero to eleven months,Monthly,350
Muscat,One,Two,Fully furnished,100,First floor,One to five years,Monthly,225
Muscat,One,One,Not furnished,60,Ground floor,Zero to eleven months,Monthly,100
Muscat,Studio,One,Not furnished,70,First floor,Zero to eleven months,Monthly,130
Muscat,Two,One,Fully furnished,150,First floor,Zero to eleven months,Monthly,210
Dhofar,Two,Two,Fully furnished,230,First floor,One to five years,Daily,25
Muscat,Two,Two,Not furnished,150,Second floor,Zero to eleven months,Monthly,350
Muscat,Two,Two,Not furnished,130,Fourth floor,One to five years,Yearly,215
Ad Dhahirah,Three,Three,Not furnished,800,Ground floor,Six to nine years,Monthly,100
Muscat,Two,Two,Not furnished,100,First floor,One to five years,Yearly,250
Muscat,Two,Two,Not furnished,90,First floor,ten to nineteen years,Yearly,125
Muscat,Two,Two,Not furnished,90,First floor,Six to nine years,Yearly,150
Muscat,Three,Two,Not furnished,90,First floor,Six to nine years,Yearly,135
Muscat,Two,Two,Not furnished,95,First floor,One to five years,Yearly,200
Muscat,Two,Three,Not furnished,100,First floor,One to five years,Yearly,170
Muscat,Two,Two,Fully furnished,127,Sixth floor and up,One to five years,Yearly,230
Dhofar,Two,Two,Fully furnished,140,Basement floor,One to five years,Daily,30
Dhofar,Two,Two,Fully furnished,156,Ground floor,One to five years,Daily,30
Dhofar,Four,Two,Fully furnished,400,Ground floor,Six to nine years,Daily,30
Muscat,Four,Five or more,Fully furnished,200,Basement floor,Zero to eleven months,Monthly,550
Muscat,One,Two,Fully furnished,100,Fourth floor,One to five years,Yearly,375
Dhofar,Three,Three,Fully furnished,300,First floor,One to five years,Daily,40
Muscat,Three,Two,Not furnished,100,First floor,One to five years,Monthly,120
Dhofar,Two,Two,Fully furnished,660,First floor,One to five years,Daily,15
Dhofar,Two,Two,Fully furnished,200,Ground floor,Zero to eleven months,Daily,80
Dhofar,Two,Two,Fully furnished,600,Fifth floor,One to five years,Monthly,15
Muscat,Two,Two,Fully furnished,95,Fourth floor,Zero to eleven months,Daily,45
Dhofar,Two,One,Fully furnished,400,Ground floor,One to five years,Daily,23
Muscat,Two,Two,Fully furnished,95,Fifth floor,Zero to eleven months,Daily,50
Muscat,Two,Three,Not furnished,150,Sixth floor and up,One to five years,Yearly,210
Muscat,Two,Three,Fully furnished,100,First floor,Zero to eleven months,Yearly,300
Muscat,Two,Two,Not furnished,101,Fourth floor,One to five years,Yearly,280
Dhofar,Two,Two,Fully furnished,90,Ground floor,One to five years,Daily,20
Muscat,Two,Three,Not furnished,100,Fourth floor,One to five years,Yearly,190
Dhofar,Two,Two,Fully furnished,95,First floor,One to five years,Daily,20
Muscat,One,Two,Partially furnished,76,Fourth floor,One to five years,Monthly,280
Al Wusta,Two,Two,Not furnished,120,Second floor,Zero to eleven months,Yearly,220
Dhofar,Three,Two,Fully furnished,123,First floor,One to five years,Weekly,100
Dhofar,Two,Two,Fully furnished,50,First floor,One to five years,Daily,12
Dhofar,Two,Two,Fully furnished,120,Second floor,Six to nine years,Daily,25
Dhofar,Three,Three,Fully furnished,270,Second floor,Zero to eleven months,Daily,40
Muscat,Two,Two,Not furnished,120,First floor,One to five years,Yearly,300
Muscat,Three,Three,Not furnished,150,First floor,Six to nine years,Yearly,310
Dhofar,One,Two,Fully furnished,69,Fifth floor,One to five years,Monthly,350
Muscat,One,One,Not furnished,80,First floor,Six to nine years,Yearly,225
Muscat,Two,Two,Not furnished,80,First floor,Six to nine years,Yearly,250
Muscat,Two,Two,Fully furnished,120,First floor,One to five years,Yearly,350
Dhofar,Two,Two,Fully furnished,100,First floor,One to five years,Daily,10
Dhofar,Two,Two,Fully furnished,100,Ground floor,One to five years,Daily,15
Dhofar,Three,Four,Partially furnished,160,First floor,Zero to eleven months,Daily,25
Al Batinah,Two,Two,Not furnished,100,Ground floor,Six to nine years,Monthly,100
Ash Sharqiyah,One,Two,Fully furnished,65,Second floor,One to five years,Monthly,115
Muscat,Two,Two,Not furnished,250,First floor,Zero to eleven months,Yearly,200
Muscat,Three,Three,Not furnished,250,First floor,One to five years,Yearly,300
Muscat,Three,Three,Not furnished,200,First floor,Six to nine years,Yearly,250
Muscat,Two,Three,Not furnished,115,Second floor,Six to nine years,Monthly,260
Muscat,One,One,Fully furnished,70,Sixth floor and up,Six to nine years,Monthly,190
Al Batinah,Two,Two,Not furnished,400,Third floor,One to five years,Monthly,170
Muscat,Studio,One,Not furnished,50,Ground floor,Twenty years or more,Weekly,140
Al Batinah,Two,Two,Not furnished,100,Second floor,One to five years,Monthly,180
Dhofar,Two,Two,Fully furnished,86,First floor,One to five years,Daily,25
Dhofar,Three,Three,Fully furnished,300,Ground floor,One to five years,Daily,40
Al Batinah,Three,Three,Partially furnished,300,Ground floor,Six to nine years,Monthly,120
Dhofar,Two,Two,Fully furnished,200,Ground floor,One to five years,Daily,40
Dhofar,Two,Two,Fully furnished,125,Ground floor,One to five years,Daily,150
Muscat,Studio,One,Not furnished,100,Second floor,One to five years,Monthly,100
Dhofar,Three,Three,Fully furnished,200,First floor,One to five years,Daily,30
Dhofar,Two,Two,Fully furnished,70,Ground floor,Zero to eleven months,Daily,15
Dhofar,Two,Two,Fully furnished,50,Second floor,One to five years,Daily,40
Al Batinah,Two,Two,Not furnished,150,Ground floor,One to five years,Yearly,150
Al Batinah,Two,Two,Not furnished,300,Second floor,One to five years,Monthly,130
Al Batinah,Two,Two,Not furnished,300,Second floor,One to five years,Monthly,130
Al Batinah,Two,Two,Not furnished,85,Second floor,ten to nineteen years,Monthly,90
Muscat,Two,Two,Fully furnished,100,Second floor,Six to nine years,Yearly,150
Al Batinah,Three,Two,Partially furnished,140,Ground floor,Zero to eleven months,Monthly,100
Al Batinah,Two,Two,Partially furnished,85,First floor,Six to nine years,Monthly,90
Dhofar,Two,Two,Fully furnished,120,First floor,One to five years,Daily,25
Muscat,One,One,Partially furnished,65,Sixth floor and up,One to five years,Yearly,320
Muscat,Two,Two,Not furnished,100,First floor,One to five years,Yearly,230
Muscat,Three,Two,Not furnished,200,First floor,ten to nineteen years,Monthly,200
Muscat,Four,Four,Fully furnished,142,Second floor,One to five years,Daily,20
Muscat,One,Two,Not furnished,106,Fourth floor,One to five years,Yearly,155
Al Buraimi,Two,Two,Fully furnished,300,Basement floor,Zero to eleven months,Monthly,50
Muscat,Three,Three,Partially furnished,115,Ground floor,One to five years,Yearly,180
Dhofar,One,One,Fully furnished,90,First floor,Zero to eleven months,Daily,10
Dhofar,Two,One,Fully furnished,90,Ground floor,ten to nineteen years,Daily,20
Al Batinah,Two,Two,Fully furnished,100,First floor,One to five years,Daily,15
Muscat,Studio,Two,Not furnished,75,Sixth floor and up,Zero to eleven months,Monthly,155
Muscat,Three,Three,Not furnished,210,First floor,Six to nine years,Monthly,370
Muscat,Four,Three,Not furnished,125,First floor,Twenty years or more,Monthly,225
Ad Dakhiliyah,Three,Four,Fully furnished,200,Ground floor,Zero to eleven months,Daily,35
Muscat,Three,Two,Not furnished,120,First floor,One to five years,Yearly,160
Ash Sharqiyah,Two,Three,Not furnished,100,First floor,Twenty years or more,Monthly,70
Muscat,One,One,Not furnished,50,Ground floor,Zero to eleven months,Monthly,140
Muscat,Two,Three,Not furnished,120,First floor,One to five years,Monthly,200
Muscat,Three,Three,Fully furnished,170,First floor,One to five years,Weekly,18
Muscat,Two,Two,Not furnished,120,Second floor,Six to nine years,Monthly,220
Dhofar,Three,Three,Fully furnished,300,Ground floor,One to five years,Daily,45
Dhofar,Two,Two,Fully furnished,160,First floor,One to five years,Daily,130
Muscat,Three,Three,Not furnished,450,First floor,One to five years,Yearly,500
Muscat,Six or more,Five or more,Not furnished,425,First floor,One to five years,Monthly,400
Muscat,One,One,Not furnished,60,Ground floor,Six to nine years,Yearly,225
Muscat,Two,Two,Not furnished,120,Ground floor,ten to nineteen years,Yearly,375
Muscat,Two,Three,Not furnished,120,Third floor,One to five years,Yearly,300
Muscat,Two,Two,Not furnished,120,Third floor,One to five years,Yearly,275
Muscat,Two,Three,Not furnished,120,Fifth floor,Six to nine years,Yearly,230
Muscat,One,Two,Not furnished,100,Sixth floor and up,One to five years,Yearly,450
Muscat,Two,Two,Partially furnished,120,Sixth floor and up,One to five years,Yearly,410
Muscat,Two,Three,Not furnished,110,Second floor,One to five years,Yearly,260
Muscat,Two,Three,Partially furnished,120,Second floor,One to five years,Yearly,550
Muscat,One,Two,Fully furnished,80,Second floor,One to five years,Yearly,580
Muscat,Two,Three,Not furnished,120,Sixth floor and up,One to five years,Yearly,350
Dhofar,Two,Two,Fully furnished,120,Second floor,One to five years,Daily,15
Muscat,Three,Three,Fully furnished,150,First floor,One to five years,Monthly,600
Muscat,Three,Three,Not furnished,138,Sixth floor and up,One to five years,Yearly,420
Al Batinah,Two,Two,Fully furnished,150,Second floor,One to five years,Monthly,230
Muscat,Four,Three,Not furnished,150,Ground floor,Six to nine years,Monthly,280
Al Batinah,Two,Two,Not furnished,100,Second floor,Zero to eleven months,Yearly,100
Al Batinah,Two,Two,Not furnished,150,Ground floor,One to five years,Monthly,130
Al Batinah,Three,Two,Not furnished,130,Ground floor,Six to nine years,Monthly,125
Al Batinah,Studio,Two,Not furnished,100,First floor,One to five years,Monthly,120
Al Wusta,Three,Two,Fully furnished,95,Fifth floor,Zero to eleven months,Monthly,450
Al Batinah,Two,Two,Fully furnished,666,First floor,ten to nineteen years,Yearly,10
Muscat,Three,Three,Fully furnished,140,Fifth floor,One to five years,Monthly,500
Muscat,One,Two,Partially furnished,85,Sixth floor and up,Zero to eleven months,Monthly,195
Muscat,Three,Three,Fully furnished,250,Ground floor,One to five years,Monthly,370
Muscat,Two,Three,Not furnished,110,First floor,One to five years,Yearly,250
Dhofar,Three,Two,Fully furnished,160,Ground floor,Zero to eleven months,Daily,30
Al Batinah,Three,Two,Not furnished,80,First floor,Six to nine years,Monthly,90
Muscat,Two,Two,Partially furnished,125,First floor,One to five years,Monthly,280
Muscat,One,One,Fully furnished,100,Fourth floor,Six to nine years,Monthly,280
Muscat,One,One,Not furnished,65,Ground floor,Six to nine years,Yearly,120
Al Batinah,Two,Two,Not furnished,100,First floor,One to five years,Yearly,150
Muscat,One,One,Fully furnished,100,Fourth floor,Six to nine years,Monthly,280
Dhofar,Two,Two,Fully furnished,75,First floor,Six to nine years,Daily,25
Dhofar,Two,Two,Fully furnished,90,Ground floor,Zero to eleven months,Daily,22
Muscat,Two,Two,Fully furnished,120,Fourth floor,Six to nine years,Monthly,350
Muscat,Two,Three,Fully furnished,120,Sixth floor and up,Six to nine years,Monthly,305
Muscat,Three,Two,Not furnished,100,First floor,ten to nineteen years,Yearly,180
Muscat,Two,Three,Fully furnished,120,Third floor,Six to nine years,Monthly,305
Dhofar,Two,Two,Fully furnished,100,Ground floor,Zero to eleven months,Daily,25
Muscat,Two,Two,Fully furnished,120,Fifth floor,One to five years,Monthly,350
Ash Sharqiyah,Three,Three,Not furnished,200,Ground floor,One to five years,Monthly,150
Muscat,One,One,Fully furnished,60,First floor,One to five years,Monthly,200
Dhofar,Two,Two,Fully furnished,80,First floor,Zero to eleven months,Daily,25
Muscat,Three,Three,Not furnished,127,Fourth floor,One to five years,Yearly,250
Muscat,Two,Two,Not furnished,100,First floor,ten to nineteen years,Yearly,180
Dhofar,Two,Two,Fully furnished,100,Second floor,One to five years,Daily,25
Muscat,Two,Two,Not furnished,120,Second floor,One to five years,Yearly,550
Muscat,Two,Two,Not furnished,125,Third floor,One to five years,Yearly,270
Ash Sharqiyah,One,One,Fully furnished,150,First floor,Zero to eleven months,Monthly,40
Muscat,Four,Three,Not furnished,300,First floor,ten to nineteen years,Monthly,200
Al Buraimi,Three,Two,Not furnished,80,First floor,Twenty years or more,Monthly,150
Dhofar,Three,Two,Fully furnished,120,Ground floor,One to five years,Yearly,150
Muscat,Two,Three,Not furnished,100,Third floor,One to five years,Yearly,220
Muscat,Two,Two,Not furnished,116,First floor,Six to nine years,Yearly,600
Dhofar,Four,Three,Fully furnished,200,Ground floor,Six to nine years,Daily,45
Muscat,Two,Two,Not furnished,100,First floor,One to five years,Yearly,325
Muscat,Three,Two,Not furnished,150,First floor,One to five years,Yearly,525
Muscat,Two,Two,Not furnished,80,First floor,One to five years,Yearly,330
Dhofar,Four,Two,Fully furnished,125,First floor,ten to nineteen years,Daily,35
Muscat,Two,Two,Fully furnished,117,Sixth floor and up,One to five years,Yearly,550
Muscat,One,One,Fully furnished,300,Second floor,One to five years,Monthly,130
Muscat,One,Two,Not furnished,78,First floor,Zero to eleven months,Yearly,270
Muscat,One,Two,Not furnished,110,Fifth floor,Zero to eleven months,Yearly,210
Muscat,Two,Three,Not furnished,110,Sixth floor and up,Zero to eleven months,Yearly,250
Muscat,Two,Two,Not furnished,150,Ground floor,One to five years,Yearly,650
Muscat,Two,Two,Not furnished,115,Sixth floor and up,One to five years,Yearly,250
Muscat,Three,Two,Not furnished,111,Second floor,One to five years,Yearly,325
Al Buraimi,Studio,One,Partially furnished,50,First floor,Six to nine years,Yearly,40
Muscat,Two,Two,Not furnished,111,First floor,One to five years,Yearly,240
Muscat,Two,Two,Not furnished,65,First floor,One to five years,Yearly,230
Muscat,Four,Three,Not furnished,200,Ground floor,Twenty years or more,Yearly,230
Muscat,One,Two,Not furnished,236,First floor,One to five years,Yearly,140
Muscat,Two,Two,Not furnished,253,First floor,One to five years,Yearly,270
Muscat,One,One,Not furnished,135,Ground floor,One to five years,Yearly,550
Muscat,Three,Two,Not furnished,150,First floor,Six to nine years,Monthly,250
Dhofar,One,One,Fully furnished,100,Ground floor,Zero to eleven months,Daily,10
